Id,SalePrice
1461,122552.10198146607
1462,171539.83840626036
1463,184661.19908216337
1464,193450.1338516118
1465,183795.04333588108
1466,176031.75453453814
1467,182163.34710064833
1468,172587.44987995306
1469,195349.20473139136
1470,122311.47380324597
1471,211035.78402624952
1472,90750.7624690516
1473,94202.40850982159
1474,155695.7863049244
1475,131657.8971479752
1476,345491.9656210654
1477,247575.63453319762
1478,283622.3632731706
1479,273521.75316423934
1480,495420.48030902137
1481,328537.714922832
1482,204341.2244234962
1483,181053.22310842245
1484,164670.75503043624
1485,174446.6825761937
1486,196278.57600536998
1487,333554.2733946559
1488,235179.39971364915
1489,202686.34276434864
1490,213015.05233244738
1491,189957.88013039608
1492,91916.43385241328
1493,187465.598898242
1494,283645.9576179305
1495,305080.39289037447
1496,228157.41627213848
1497,179159.0130596478
1498,158364.14169522838
1499,154273.83447100845
1500,146862.57582996268
1501,176475.08784326882
1502,156652.48488433572
1503,309139.0134965186
1504,233122.8396582678
1505,222852.9098231052
1506,165907.11961205036
1507,236846.96335124096
1508,187076.00866206837
1509,161399.87997589126
1510,139374.73546799
1511,140089.38467515446
1512,164826.3770611522
1513,148305.85155250586
1514,167038.53071642507
1515,174832.84364116756
1516,155713.73154816523
1517,160767.90552592347
1518,126452.43440392558
1519,217129.27797088597
1520,131338.50870498858
1521,135604.87116399998
1522,172041.60474046582
1523,117244.44062233555
1524,127739.80402896351
1525,125421.9734614756
1526,123530.20687781979
1527,101370.72337146758
1528,138763.29136947368
1529,148760.73804048938
1530,178584.40251022318
1531,115764.33161929926
1532,105983.71547701763
1533,148469.75914009556
1534,118809.52180399478
1535,165651.91426641386
1536,116845.40204478768
1537,69261.58253570902
1538,144931.18235372365
1539,184526.069817822
1540,85166.92961682295
1541,151394.38971553996
1542,149556.48617766873
1543,236522.81177131872
1544,74283.06134915308
1545,108674.45324414843
1546,121854.66116501126
1547,134990.39946364056
1548,132118.95649855956
1549,115644.03872018619
1550,136011.6559517022
1551,115120.42414079812
1552,139408.0298727426
1553,156678.5214398696
1554,119643.75233442888
1555,165157.3726130096
1556,84635.38853484107
1557,116602.8877579015
1558,85330.72165956408
1559,95011.42596005394
1560,133416.80036034377
1561,124934.48577346392
1562,128887.09254392312
