Id,SalePrice
1461,114401.46870011161
1462,163677.9104528898
1463,185281.59111636435
1464,203465.29597977808
1465,203476.64993469897
1466,168369.57021720015
1467,183555.44971453867
1468,160850.4528618605
1469,191821.5482917218
1470,120157.21905890561
1471,195649.81420988767
1472,98268.65336253587
1473,98211.3497264518
1474,150004.75480480696
1475,119039.91128679868
1476,366033.1409132572
1477,258160.49422239803
1478,290446.9166319605
1479,275357.6841102066
1480,466429.27610515803
1481,322928.81603211124
1482,218654.98365636193
1483,175239.1983249156
1484,164740.38325759742
1485,178696.62179482201
1486,198950.67356290296
1487,315020.55718790635
1488,242655.29721528126
1489,199605.75986838652
1490,234697.07509971096
1491,195070.42870122718
1492,89391.40467757903
1493,172139.6375942201
1494,289717.8520454858
1495,297843.42815662385
1496,235038.43072446453
1497,179813.18203742203
1498,161893.6142848164
1499,158993.90968411963
1500,155291.66379240708
1501,167336.8416468915
1502,148681.30751007938
1503,317840.409942583
1504,243941.26012023733
1505,224115.30241649286
1506,191109.7781144573
1507,256593.2335346526
1508,189367.99904266364
1509,163593.08082572417
1510,140997.56312887373
1511,143688.52846788222
1512,181416.11052937453
1513,145281.83295679325
1514,147045.42083841868
1515,202100.19302698062
1516,142193.55854610683
1517,174949.08780702733
1518,128921.8355344136
1519,214078.4137459909
1520,129595.6502369229
1521,130992.72007527217
1522,177214.38901760054
1523,115604.18163320281
1524,121773.0430225196
1525,120325.19053396136
1526,111815.44610235778
1527,105990.22038490933
1528,140972.19729767097
1529,158975.69684415153
1530,194510.9180115702
1531,109828.6714408232
1532,94116.22875805621
1533,154141.5553826337
1534,117924.03770276881
1535,152645.06572044952
1536,108477.25592059628
1537,60960.603507051426
1538,140283.74610981334
1539,191388.29835339484
1540,93400.9922871356
1541,139252.3907963454
1542,148861.82248147854
1543,196926.27205226792
1544,85715.92158330936
1545,115845.14050875868
1546,135250.85681205158
1547,130533.31989946045
1548,143767.028770937
1549,123366.64393849105
1550,136052.85610507705
1551,108469.40704725371
1552,140687.56802723653
1553,142619.55708969996
1554,126058.93761810477
1555,164576.80715228533
1556,86779.68780580797
1557,110295.19009831984
1558,102523.905200612
1559,60108.792829795944
1560,137054.6014184464
1561,121102.07946887115
1562,131728.48182735287
1563,120587.84239491067
1564,172318.19959942007
1565,153230.90733171327
1566,247189.5341271125
1567,76673.28376316563
1568,231766.07017356186
1569,126962.52913489463
1570,132899.86383868448
1571,127574.47274901204
1572,146598.24104191916
1573,262366.20395761664
1574,122152.08462483721
1575,237311.2117140967
1576,252949.8759692977
1577,195612.8942364235
1578,140440.18130146916
1579,150036.5709004134
1580,192668.5721226886
1581,157224.16901150608
1582,126370.356698613
1583,307047.10902398644
1584,215500.3820727936
1585,139226.55956947428
1586,66323.74530883397
1587,96920.03483448301
1588,148763.88816444317
1589,100101.60760275573
1590,138508.15465362582
1591,96478.23266958808
1592,111018.92469088765
1593,116819.37105392221
1594,143446.4668126531
1595,100411.37151011504
1596,240268.6243354909
1597,198982.25847994245
1598,216844.51866388784
1599,168210.38528168446
1600,162855.2508546878
1601,67784.65193861886
1602,110138.4819962276
1603,68205.71251285922
1604,265554.26638387836
1605,243689.39522175223
1606,175257.5860054726
1607,171379.6051313854
1608,213476.04843362718
1609,188705.28177784162
1610,154251.148275695
1611,134917.40519399423
1612,175274.6582303994
1613,165501.4480739529
1614,121489.23741253182
1615,91344.2643192521
1616,75952.62251855142
1617,91052.0671179181
1618,128277.99030245584
1619,138683.7153875216
1620,158952.57985978056
1621,141871.26901593828
1622,144115.28663071047
1623,268988.9725588765
1624,210101.24894886327
1625,114654.94222745886
1626,164095.17894755382
1627,192677.43258580874
1628,297274.89355934324
1629,175128.11833730998
1630,382590.97190724313
1631,227308.54720846214
1632,245986.9002766504
1633,165966.61507164608
1634,182249.21742298806
1635,173132.17344680644
1636,152188.53860862178
1637,197858.25877598452
1638,174632.69414585404
1639,181275.88920774404
1640,263202.96792598726
1641,179288.67780031785
1642,237404.6458256474
1643,213390.5125496498
1644,240886.22251875798
1645,228807.33290457787
1646,156716.20871313938
1647,154031.38091220756
1648,131031.34622981068
1649,141389.69447606875
1650,114572.08159763037
1651,127635.92952787889
1652,97761.67903991602
1653,101497.03574724356
1654,142052.14309977074
1655,142499.72141011042
1656,139087.34828975913
1657,143032.88605018432
1658,140052.42010099685
1659,124932.19318319557
1660,148824.31696876412
1661,450458.8020281594
1662,423719.48127566767
1663,377711.4314678204
1664,582195.2074164285
1665,299970.8735437718
1666,321031.92101833725
1667,388510.8269431527
1668,335180.1840350525
1669,305624.74723305943
1670,343389.91509157745
1671,257528.3836406275
1672,413159.47788140154
1673,286718.5583986269
1674,246615.22233120978
1675,208980.99516058
1676,205429.95844195824
1677,221385.82193338565
1678,484234.99824684125
1679,369837.8822510912
1680,326961.14316897385
1681,246494.30322495094
1682,294716.3868112178
1683,192016.3905910751
1684,171781.32028656246
1685,180332.7805880683
1686,172136.1205212305
1687,170811.6408265266
1688,193156.3909856776
1689,196811.25445922834
1690,194600.21736061852
1691,183054.32879204472
1692,254631.89978694875
1693,164613.13830063093
1694,181569.3474927335
1695,160419.1142180899
1696,259840.83826619262
1697,168457.81796078198
1698,363217.36762360827
1699,312850.5394252333
1700,246495.55004069113
1701,269598.4862142085
1702,262082.80684508727
1703,263573.7418159651
1704,297828.14598635683
1705,242008.8256550162
1706,453966.38311228267
1707,213438.6271649965
1708,206399.68000338518
1709,276688.1546441446
1710,221463.72114881602
1711,266707.348006962
1712,265783.37968990684
1713,276115.4528451267
1714,228753.73664076012
1715,207556.6384153762
1716,186642.198280281
1717,177935.72516551468
1718,142181.32646805214
1719,207323.51865033482
1720,248830.46359228453
1721,160338.57296336233
1722,128831.61254630357
1723,154506.3077998965
1724,212567.9530829452
1725,226112.62173882616
1726,191971.5646371245
1727,150539.96796671377
1728,166468.82405722034
1729,160319.35977112723
1730,164748.78458473994
1731,123336.18169308009
1732,119168.61149994635
1733,115026.72907573047
1734,123729.18529918596
1735,129455.11724861251
1736,111185.1028532086
1737,324595.267975665
1738,253735.25286265492
1739,255119.7123372223
1740,229807.36000212672
1741,203483.5871467285
1742,167870.07976255644
1743,170584.73742353983
1744,317481.00001581875
1745,222579.17643618022
1746,203082.32767774636
1747,218582.1825049626
1748,232329.91845413673
1749,146318.95501820688
1750,128004.2339245979
1751,263695.7686543498
1752,117059.18380852762
1753,153129.17967682876
1754,197614.4418581762
1755,161326.102156749
1756,134882.52934088343
1757,120728.34469086098
1758,146257.31037170507
1759,158299.42535855706
1760,166545.7079726236
1761,147379.24882730938
1762,181902.03282457433
1763,181976.1961384981
1764,112536.10053415305
1765,174049.62371947753
1766,190787.89781792136
1767,234182.38922956563
1768,142119.6209346629
1769,174099.25524239315
1770,145156.06073681667
1771,127893.00748165601
1772,142407.46752789104
1773,129571.05205269421
1774,146201.0190263665
1775,136389.07983577432
1776,121959.28523691579
1777,102826.54360180564
1778,144377.20285389904
1779,110473.27307037447
1780,170857.78373150056
1781,131157.4605356651
1782,90399.29084187705
1783,141452.7634716407
1784,109295.76040613402
1785,122794.34562252642
1786,153462.91507896665
1787,157902.9088795336
1788,60857.81071373512
1789,99433.7666205485
1790,81784.20889923113
1791,182580.7926777367
1792,161676.47490372026
1793,130200.35138321744
1794,154405.6864549771
1795,134564.32612844714
1796,116686.31682572956
1797,115428.16558502735
1798,128103.87098088778
1799,110305.91085516312
1800,128976.2236469786
1801,125238.90764353711
1802,134428.7022345165
1803,151457.8489986901
1804,148933.79977508239
1805,135995.1212734785
1806,130579.40828132736
1807,127216.7359359058
1808,117273.384534977
1809,115990.59756393921
1810,142577.88798068734
1811,90887.21429532548
1812,98346.80879614354
1813,128327.64444514248
1814,93073.09355638693
1815,57208.918076928574
1816,92828.26700388148
1817,106962.97312219127
1818,143253.49745390684
1819,127210.86651862098
1820,50996.339718982286
1821,120719.69171550863
1822,146850.09101673428
1823,38674.77732198693
1824,127880.69181961843
1825,141022.90307113677
1826,105606.39708081142
1827,102151.90837167841
1828,137796.0033103354
1829,127519.66931401145
1830,135019.9941267301
1831,143773.01773113088
1832,69065.92437235746
1833,136239.31319702495
1834,120513.98107767108
1835,122362.75454963537
1836,127781.14086180342
1837,88360.91972695252
1838,125685.98470677205
1839,104116.82447186198
1840,139005.14041800066
1841,131921.65404957914
1842,80260.46671654658
1843,125055.8495384856
1844,131526.25965768812
1845,141347.81568785623
1846,151983.685508334
1847,173857.28143650247
1848,50237.54279169663
1849,101811.01856509355
1850,113959.08480731357
1851,157116.77072548232
1852,124878.70264711439
1853,127855.1561572367
1854,158710.60181975007
1855,144993.25839540764
1856,215361.34821555298
1857,141532.7217149923
1858,147890.44737019594
1859,123474.69501903032
1860,146935.88218385816
1861,122477.66796485752
1862,307202.4310386059
1863,288396.49856843037
1864,288416.0018628094
1865,337798.9925746089
1866,326019.2756644094
1867,235754.0703787309
1868,293920.4228572492
1869,210460.18512595427
1870,234006.96723688382
1871,238221.4698205472
1872,176590.76187839895
1873,236764.49399765147
1874,151656.08739071115
1875,201653.05174770168
1876,196331.8146671247
1877,209835.6262078109
1878,204139.02568381248
1879,125832.65319121024
1880,136380.43299835362
1881,241978.3571637425
1882,250466.21733799033
1883,187210.37796610314
1884,200767.17800091277
1885,225243.44468412417
1886,275002.18333688466
1887,211269.58464146723
1888,287016.67865292507
1889,172529.51759599484
1890,118705.16494066313
1891,139673.46405564403
1892,101889.60115540531
1893,128995.39638609879
1894,121102.51253660841
1895,138916.16645218016
1896,131910.15354855056
1897,114979.40064406837
1898,114685.94846668601
1899,157175.93348922415
1900,158304.74899587498
1901,172343.1276088126
1902,162725.5358694664
1903,223697.25750231463
1904,157086.81855756737
1905,199545.48653108676
1906,141831.88145623938
1907,223747.7963796718
1908,109637.17529226819
1909,131047.47987766519
1910,119351.1083284124
1911,227823.97504524665
1912,343242.5875426046
1913,152194.84117909134
1914,52706.23907280295
1915,304236.8048461056
1916,66207.14086169892
1917,259255.25222762633
1918,144689.27584932558
1919,186163.35119945402
1920,153810.0335960441
1921,382821.93796804623
1922,306903.48785715614
1923,235208.98165877748
1924,215217.99688914808
1925,195842.1860501892
1926,367545.2479806879
1927,137958.44578363534
1928,157836.3793015575
1929,132588.8298290034
1930,132348.1620309004
1931,142448.95638395788
1932,142626.5673056174
1933,181340.72266865883
1934,184583.04195526507
1935,167541.7528182302
1936,194633.4950644308
1937,179255.05509695903
1938,168196.38995898614
1939,249285.11500153155
1940,197786.06797511445
1941,172684.08272711083
1942,177645.4784284302
1943,211536.1495383842
1944,350379.6255802462
1945,378269.0303149959
1946,130684.05098887587
1947,327150.95774249936
1948,163330.2470126058
1949,234850.9510507347
1950,181200.77311118186
1951,243560.53961218116
1952,216103.34996812974
1953,159668.4446308241
1954,186328.75553185842
1955,140088.2658897012
1956,325922.9627561345
1957,153425.25419357367
1958,289378.3584433128
1959,145461.29879209475
